,Tweets,id,subtask_b,subtask_c,
3614,"""Your rant is typical of a believer - filled with anger towards those who espouse common sense and who realize that science can answer our questions and solve our problems- not superstition. You attempt to assign 'good' to your biblical god but this same god commanded his followers to murder innocents and condoned rape and human sacrifice. Perhaps you should read your bible with an open mind.""",,UNT,,
3615,"""@noBjustRyan trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade""",,UNT,,
3616,"""Sanyu I suggest you get over cute and become competent (intellectually ) if you reasoned like Buess I would think you are compentent. The way you sound makes me think your brain is in you panties. \nBluess Great reasoning , great questioning and indeed you showed a sense of patriotism.\nSanyu pull your brain out of your panties, have it in the right place you might reason better than you do here""",,UNT,,
3617,"""Davis on working for McCain: ""If you thought that ""Celebrity ad was racist, you should have seen the ad I wanted to make!""\\n\\n \\n\\nReminds me of the scene in Spinal Tap where record company execs shoot down the band\\'s proposed cover for Smell The Glove, and the band\\'s manager tells the exec, ""Well, you should have seen the cover they wanted to do. It wasn\\'t a glove, I can assure you!""""",,UNT,,
3618,"""He actually said ""what a spoiled bitch I am"".\xa0 I never hated Colton the way most of the posters did, because I felt for him.\xa0 Being gay in a republican family, can only mean that you have been villified.\xa0 He was dismayed that it was men vs women, as that took away any comfort zone he may have had.\xa0 The men didn't welcome him, and when he got power, it went to his ""spoiled bitch head.""",,UNT,,
3619,"""I think you are confusing the way things are with the ways things should be. Operations is everyone's responsibility, but it should not be that way. See http://blog.appfog.com/what-is-noops-anyhow/ for more detail.\\n\\n \\n\\nAlso, I did not coin the term NoOps, it was coined by Forrester in April 2011 (http://www.forrester.com/rb/Research/augment_devops_with_noops/q/id/59203/t/2).\\n\\n \\n\\n """,,UNT,,
3620,"""The state is not dictating how catholic prey. It is not establishing a religion. Nor is it preventing Catholics from\\xc2\\xa0 practicing their religion with or without contraception. What it is doing is making contraceptives available on health insurance policies that Catholic owned businesses provide. Because it is available you dont have to use it. However those employed who wish to can do so.""",,UNT,,
3621,"""Oh dear, now you will be sorry, in fact you will probably wish you had    never been born. If you had smuggled it into the UK and were unlucky    enough to get caught, you would have got a slapped wrist by one of our    weak judges. Asia is different, drugs are not tolerated, there are NO    human rights, sentences are long, prisons are real prisons not like the    UK world famous holiday camps!!""",,UNT,,
3622,"""No. What's finally going to end this bullying bullshit is holding the parents financially responsible for the acts of their darling little miscreants.\r\n\r\nWhen they start laying&nbsp;whopping fines at the feet of the parents of the child doing the bullying, you'd better believe they'll be slamming the brakes on ""little Johnny's extracurricular activities faster than he can say the word Faggot.""",,UNT,,
3623,"""""What happened to all the talk about that industry hurting because Obama wouldn't let them drill all over the place.""\n\nThat, is what you call a straw man arguement. \xa0No one is saying the ""industry is hurting"", because it's not.\n\nWhat people are saying is that it's moronic to send almost a billion dollars a day to countries that hate us when we could be developing our own natural\xa0resources.""",,UNT,,
3624,"""@Chesire @krayoncolorz @bpicampus Catholic priests will minister to soldiers who are killing people on the battlefield; that's not implicating itself in a practice that is morally anathema to it?  I really don't understand the Church's delicacy of conscience when it comes to human reproduction, and it's ability to suck it up and accept reality when it comes to things like war and capital punishment.""",,UNT,,
3625,"""Craig, we have been saying from the start that this is a very entertaining show.\xa0 It awakens the horny little Goth in me.\xa0 I met my boyfriend during the first season and one of the first thing we did was watch AHS at my house.\xa0 I know he likes me and all but to this day he is sure I am far creepier and kinkier than he could ever be.\xa0 Thanks, American Horror Story.\xa0 Sweet Clam loves you.""",,UNT,,
3626,"""This place will become another millenium dome.. spurs are not a big enough club for this sort of stadium... Its got 'failure as a football stadium and thus becomes a concert arena to pay the bills' written all over it..  and the funny thing is.. who the hell will travel to Tottenham for a concert??. There will be a big white elephant in tottenham to replace the rusty chicken.. hahahahahaha\\n\\n \\n\\n """,,UNT,,
3627,"""Okay...here comes the question that could really blow this thing up:\\xc2\\xa0 Given that WH never manifested anything that suggested that she had a drug problem before she met Bobby Brown, and she did manifest thereafter, to what degree could BB find himself culpable,\\xc2\\xa0in criminal or civil court,\\xc2\\xa0in the death of WH if the toxicology tests determine that drugs contributed ton her death?""",,UNT,,
3628,"""Let me try again.  The mother did not know.  Had no clue.  In fact, she even tried to keep the family together with this piece of garbage whom she loathed because she thought it was in the girls' interest.  NO ONE knew except CHRIS, the victim.\n\nNO One.  She herself couldn't connect the many dots, the effects the incest was having on her own behavior.  This is the dark side, Erin.  You may not have been.""",,UNT,,
3629,"""The GOP has already lost this election because of all the focus on anti-gay and anti-abortion rhetoric.\\nThese are ugly divisive issues that cannot EVER be won.\\n\\nIf you can't beat a very unpopular president during bad economic times, who can you beat?\\n\\nTime to stop pandering to the shrinking social conservative Base and return the focus to taxes, national security, and job-creation proposals.\\n\\n""",,UNT,,
3630,"""That seemed weird. \\xc2\\xa0The acting was odd to me. \\xc2\\xa0I guess that's what happens when you are mid scene. \\xc2\\xa0Or when your one night fling leads to a crib and playpen the next day. \\xc2\\xa0Is this women going to end up good and trapped in a supernatural existence or is she going to be the evil witch who will kill her own daughter if she strays too far? \\xc2\\xa0Guess we wait until Friday.""",,UNT,,
3631,"""I'm quickly starting to loathe this guy. First, he gets caught with pot (which  isn't that serious to me). But then, he gets caught driving 100 mph while drunk. What a piece of sh.it. He could have very easily killed someone or an entire family. Throw the book at this idiot and make him learn. Don't let him play for at least 5 games this season; his return contingent on good behavior. Coming from a Lions fan.""",,UNT,,
3632,"""how ironic that the fantasy of liberalism would collapse under the watch of your hand-picked messiah.....Obama wasn't your savior after all......... he was trigger man for the end of progressive lunacy forever\\xc2\\xa0\\n\\ncarter damaged liberalism for decades, bobo may have given it it's final blow........one thing for sure, we won't ever vote for a left-wing liar with a muzzlim name again....ever!\\xc2\\xa0""",,UNT,,
3633,"""Who cares though. This cannot be used as an excuse to treat someone as a lesser person. Would you want to ban marriage between men and women who are sterile? What about the fact that gay couples can raise children and increase the fitness of humans who are already alive?\\n\\nIt's completely silly when one tries to use evolution as a way to justify why gay couples should be prevented from being treated equally.""",,UNT,,
3634,"""Who is the real idiot, Dogtwon or me ? You have to pick one you know. Everybody can't be the stupidest person you talk to unless you talk to yourself. You asked for\xa0this\xa0with your lovely comments on how stupid everyone is that didn't vote for Ron Paul.What did he wind u with ? Last place\xa0and about 3 percent of the vote ? So 97 % of the other primary voters are all stupid morons and you are enlightened ?""",,UNT,,
